pointsbanktransactiontype,currentsourcecode,Source Hotel,hotelcode,Destination Hotel,Distinct count of confirmationnumber,bookingvalueusd
Paid Reservation,SBE1418,Seaside Grand Hotel Residencia,LW1418,Seaside Grand Hotel Residencia,36,93486
Paid Reservation,SBE1622,Lausanne Palace,LW1418,Seaside Grand Hotel Residencia,3,14176
Paid Reservation,SBE2192,The Ashbee Hotel,LW1418,Seaside Grand Hotel Residencia,1,3374
Paid Reservation,SBE2856,The Lodhi,LW1418,Seaside Grand Hotel Residencia,1,6274
Paid Reservation,SBE6003,La Mamounia,LW1418,Seaside Grand Hotel Residencia,1,2375
Paid Reservation,SBE7542,Sensira Resort & Spa - Riviera Maya,LW7542,Sensira Resort & Spa - Riviera Maya,85,202515
Paid Reservation,SBE6064,Shambala Private Game Reserve,LW6064,Shambala Private Game Reserve,1,2233
Paid Reservation,SBE1410,Hotel Puente Romano Beach Resort,LW1704,Shutters on the Beach,1,2985
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2854,Signiel Seoul,1,392
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW2854,Signiel Seoul,1,995
Paid Reservation,SBE2758,Malibu Beach Inn,LW2854,Signiel Seoul,2,1840
Paid Reservation,SBE1929,Silversands Grenada,LW1929,Silversands Grenada,21,63922
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW1773,Sonnenalp Hotel,1,2492
Paid Reservation,SBE1644,LeCrans,LW1773,Sonnenalp Hotel,2,4091
Paid Reservation,SBE1741,The Hay-Adams,LW1773,Sonnenalp Hotel,1,409
Paid Reservation,SBE1773,Sonnenalp Hotel,LW1773,Sonnenalp Hotel,142,318220
Paid Reservation,SBE2758,Malibu Beach Inn,LW1773,Sonnenalp Hotel,1,1787
Paid Reservation,SBE2768,Washington School House Hotel,LW1773,Sonnenalp Hotel,2,2195
Paid Reservation,SBE2855,Soori Bali,LW2855,Soori Bali,14,60924
Paid Reservation,SBE0150,Sport Hotel Hermitage & Spa,LW0150,Sport Hotel Hermitage & Spa,167,226503
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW0150,Sport Hotel Hermitage & Spa,1,570
Paid Reservation,SBE1203,Britannia Hotel,LW0150,Sport Hotel Hermitage & Spa,1,1726
Paid Reservation,SBE1427,Gran Hotel La Florida,LW0150,Sport Hotel Hermitage & Spa,1,2415
Paid Reservation,SBE0108,Hotel Sacher Wien,LW9520,Square Nine Hotel Belgrade,1,763
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW9520,Square Nine Hotel Belgrade,2,1485
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW9520,Square Nine Hotel Belgrade,1,351
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW9520,Square Nine Hotel Belgrade,1,837
Paid Reservation,SBE2103,Hassler Roma,LW9520,Square Nine Hotel Belgrade,2,743
Paid Reservation,SBE2189,The Phoenicia,LW9520,Square Nine Hotel Belgrade,1,598
Paid Reservation,SBE2192,The Ashbee Hotel,LW9520,Square Nine Hotel Belgrade,1,341
Paid Reservation,SBE7026,Hotel Fasano São Paulo Jardins,LW9520,Square Nine Hotel Belgrade,1,313
Paid Reservation,SBE7066,"The Singular Patagonia, Puerto Bories Hotel",LW9520,Square Nine Hotel Belgrade,2,1586
Paid Reservation,SBE9508,Kozmo Hotel Suites & Spa,LW9520,Square Nine Hotel Belgrade,1,816
Paid Reservation,SBE9520,Square Nine Hotel Belgrade,LW9520,Square Nine Hotel Belgrade,143,171929
Paid Reservation,SBE3109,Sumahan on the Water,LW3109,Sumahan on the Water,59,66210
Paid Reservation,SBE6003,La Mamounia,LW3109,Sumahan on the Water,1,2565
Paid Reservation,SBE0108,Hotel Sacher Wien,LW3151,Sun Gardens Dubrovnik,2,1765
Paid Reservation,SBE1920,Carlisle Bay,LW3151,Sun Gardens Dubrovnik,1,2543
Paid Reservation,SBE2206,Relais San Maurizio,LW3151,Sun Gardens Dubrovnik,1,644
Paid Reservation,SBE3151,Sun Gardens Dubrovnik,LW3151,Sun Gardens Dubrovnik,167,421238
Paid Reservation,SBE3154,Villa Dubrovnik,LW3151,Sun Gardens Dubrovnik,1,942
Paid Reservation,SBE6003,La Mamounia,LW3151,Sun Gardens Dubrovnik,1,1830
Paid Reservation,SBE7010,Alvear Palace Hotel,LW3151,Sun Gardens Dubrovnik,1,1555
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW1616,Suvretta House,2,8131
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1616,Suvretta House,1,4061
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW1616,Suvretta House,3,2937
Paid Reservation,SBE1614,Kulm Hotel St. Moritz,LW1616,Suvretta House,1,2221
Paid Reservation,SBE1616,Suvretta House,LW1616,Suvretta House,107,202612
Paid Reservation,SBE1618,The Dolder Grand,LW1616,Suvretta House,1,12287
Paid Reservation,SBE1626,Baur au Lac,LW1616,Suvretta House,1,992
Paid Reservation,SBE7558,Nayara Gardens,LW1616,Suvretta House,1,3691
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW2157,Terme di Saturnia Natural SPA & Golf Resort,1,1780
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2157,Terme di Saturnia Natural SPA & Golf Resort,1,421
Paid Reservation,SBE1306,Vila Vita Parc,LW2157,Terme di Saturnia Natural SPA & Golf Resort,1,3146
Paid Reservation,SBE1616,Suvretta House,LW2157,Terme di Saturnia Natural SPA & Golf Resort,1,653
Paid Reservation,SBE1624,Hotel Schweizerhof Bern & Spa,LW2157,Terme di Saturnia Natural SPA & Golf Resort,2,7954
Paid Reservation,SBE1626,Baur au Lac,LW2157,Terme di Saturnia Natural SPA & Golf Resort,2,9180
Paid Reservation,SBE2126,Grand Hotel Excelsior Vittoria,LW2157,Terme di Saturnia Natural SPA & Golf Resort,1,1072
Paid Reservation,SBE2157,Terme di Saturnia Natural SPA & Golf Resort,LW2157,Terme di Saturnia Natural SPA & Golf Resort,168,211163
Paid Reservation,SBE2178,J.K. Place Roma,LW2157,Terme di Saturnia Natural SPA & Golf Resort,1,656
Paid Reservation,SBE2197,J.K. Place Capri,LW2157,Terme di Saturnia Natural SPA & Golf Resort,1,1161
Paid Reservation,SBE2721,Hotel Granduca Houston,LW2157,Terme di Saturnia Natural SPA & Golf Resort,1,930
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0638,Terre Blanche Hotel Spa Golf Resort,1,2723
Paid Reservation,SBE0624,Hotel Royal-Riviera,LW0638,Terre Blanche Hotel Spa Golf Resort,1,5757
Paid Reservation,SBE0638,Terre Blanche Hotel Spa Golf Resort,LW0638,Terre Blanche Hotel Spa Golf Resort,26,72633
Paid Reservation,SBE0654,Maison Albar Hotels L'Imperator,LW0638,Terre Blanche Hotel Spa Golf Resort,2,2523
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW0638,Terre Blanche Hotel Spa Golf Resort,1,5206
Paid Reservation,SBE1410,Hotel Puente Romano Beach Resort,LW0638,Terre Blanche Hotel Spa Golf Resort,1,6767
Paid Reservation,SBE1436,Asia Gardens Hotel & Thai Spa,LW0638,Terre Blanche Hotel Spa Golf Resort,1,2726
Paid Reservation,SBE1622,Lausanne Palace,LW0638,Terre Blanche Hotel Spa Golf Resort,1,2243
Paid Reservation,SBE6058,Thanda Safari,LW6058,Thanda Safari,9,9144
Paid Reservation,SBE0508,The Adria,LW0508,The Adria,4,6613
Paid Reservation,SBE0609,Hotel Royal - Evian Resort,LW0508,The Adria,1,872
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW0508,The Adria,1,524
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW0508,The Adria,1,1700
Paid Reservation,SBE1602,Grand Hotel Les Trois Rois,LW0508,The Adria,1,1774
Paid Reservation,SBE1622,Lausanne Palace,LW0508,The Adria,1,1780
Paid Reservation,SBE2710,Acqualina Resort & Residences on the Beach,LW0508,The Adria,1,2939
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW2192,The Ashbee Hotel,2,1930
Paid Reservation,SBE1612,Le Mirador Resort and Spa,LW2192,The Ashbee Hotel,1,1960
Paid Reservation,SBE2126,Grand Hotel Excelsior Vittoria,LW2192,The Ashbee Hotel,1,1711
Paid Reservation,SBE2131,Villa La Massa,LW2192,The Ashbee Hotel,2,1405
Paid Reservation,SBE2192,The Ashbee Hotel,LW2192,The Ashbee Hotel,46,87457
Paid Reservation,SBE6003,La Mamounia,LW2192,The Ashbee Hotel,1,2037
Paid Reservation,SBE1723,The Brazilian Court Hotel,LW1723,The Brazilian Court Hotel,42,76778
Paid Reservation,SBE1924,Grace Bay Club,LW1723,The Brazilian Court Hotel,1,4347
Paid Reservation,SBE2103,Hassler Roma,LW1723,The Brazilian Court Hotel,1,8996
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW1723,The Brazilian Court Hotel,1,2997
Paid Reservation,SBE2725,The Newbury Boston,LW1723,The Brazilian Court Hotel,1,599
Paid Reservation,SBE2754,Mr. C Miami – Coconut Grove,LW1723,The Brazilian Court Hotel,1,1188
Paid Reservation,SBE1202,Hotel Continental,LW2842,The Capitol Kempinski Hotel Singapore,1,1691
Paid Reservation,SBE1618,The Dolder Grand,LW2842,The Capitol Kempinski Hotel Singapore,1,765
Paid Reservation,SBE1741,The Hay-Adams,LW2842,The Capitol Kempinski Hotel Singapore,1,1757
Paid Reservation,SBE6024,Maradiva Villas Resort & Spa,LW2842,The Capitol Kempinski Hotel Singapore,1,416
Paid Reservation,SBE0117,Palais Coburg Residenz,LW0740,The Charles Hotel,3,1237
Paid Reservation,SBE1603,Bellevue Palace Bern,LW0740,The Charles Hotel,1,652
Paid Reservation,SBE2186,Villa Cora,LW0740,The Charles Hotel,1,1019
Paid Reservation,SBE8430,The Merrion Hotel,LW0740,The Charles Hotel,2,1140
Paid Reservation,SBE6003,La Mamounia,LW6213,"The Chedi Al Bait, Sharjah, UAE",1,194
Paid Reservation,SBE0301,d'Angleterre,LW1647,The Chedi Andermatt,1,3347
Paid Reservation,SBE0652,Villa Maia,LW1647,The Chedi Andermatt,1,1706
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW1647,The Chedi Andermatt,1,2560
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1647,The Chedi Andermatt,1,2223
Paid Reservation,SBE1606,Gstaad Palace,LW1647,The Chedi Andermatt,2,3572
Paid Reservation,SBE1608,Beau-Rivage Palace,LW1647,The Chedi Andermatt,1,812
Paid Reservation,SBE1614,Kulm Hotel St. Moritz,LW1647,The Chedi Andermatt,2,1544
Paid Reservation,SBE1626,Baur au Lac,LW1647,The Chedi Andermatt,1,3606
Paid Reservation,SBE1647,The Chedi Andermatt,LW1647,The Chedi Andermatt,8,9836
Paid Reservation,SBE0108,Hotel Sacher Wien,LW6260,The Chedi Muscat,1,1770
Paid Reservation,SBE2725,The Newbury Boston,LW6260,The Chedi Muscat,1,1170
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW1868,The Datai Langkawi,1,2077
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW1868,The Datai Langkawi,1,4228
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1868,The Datai Langkawi,1,7178
Paid Reservation,SBE1819,Rayavadee,LW1868,The Datai Langkawi,1,637
Paid Reservation,SBE1868,The Datai Langkawi,LW1868,The Datai Langkawi,211,483309
Paid Reservation,SBE2866,The RuMa Hotel and Residences,LW1868,The Datai Langkawi,1,643
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW1618,The Dolder Grand,4,9914
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1618,The Dolder Grand,3,4541
Paid Reservation,SBE0117,Palais Coburg Residenz,LW1618,The Dolder Grand,1,1222
Paid Reservation,SBE0301,d'Angleterre,LW1618,The Dolder Grand,1,1471
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW1618,The Dolder Grand,8,11926
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW1618,The Dolder Grand,3,3189
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1618,The Dolder Grand,4,4127
Paid Reservation,SBE1606,Gstaad Palace,LW1618,The Dolder Grand,1,3045
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW1618,The Dolder Grand,3,4200
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW1618,The Dolder Grand,1,799
Paid Reservation,SBE1614,Kulm Hotel St. Moritz,LW1618,The Dolder Grand,1,1791
Paid Reservation,SBE1616,Suvretta House,LW1618,The Dolder Grand,3,6825
Paid Reservation,SBE1618,The Dolder Grand,LW1618,The Dolder Grand,46,68889
Paid Reservation,SBE1626,Baur au Lac,LW1618,The Dolder Grand,8,9070
Paid Reservation,SBE1741,The Hay-Adams,LW1618,The Dolder Grand,1,715
Paid Reservation,SBE2112,Villa d'Este,LW1618,The Dolder Grand,4,12332
Paid Reservation,SBE2136,Grand Hotel Quisisana,LW1618,The Dolder Grand,1,2285
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0907,The Dylan Amsterdam,1,1437
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0907,The Dylan Amsterdam,1,2104
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0743,The Fontenay,2,2259
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0743,The Fontenay,6,3634
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0743,The Fontenay,1,565
Paid Reservation,SBE0301,d'Angleterre,LW0743,The Fontenay,2,2805
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW0743,The Fontenay,1,1501
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW0743,The Fontenay,1,1741
Paid Reservation,SBE1618,The Dolder Grand,LW0743,The Fontenay,1,1042
Paid Reservation,SBE1868,The Datai Langkawi,LW0743,The Fontenay,1,604
Paid Reservation,SBE2136,Grand Hotel Quisisana,LW0743,The Fontenay,5,6255
Paid Reservation,SBE2204,J.K. Place Paris,LW0743,The Fontenay,1,621
Paid Reservation,SBE3650,Grand Palace Hotel,LW0743,The Fontenay,1,536
Paid Reservation,SBE0825,Lesante Cape Resort & Villas,LW0501,The Gleneagles Hotel,2,1929
Paid Reservation,SBE1903,Sandy Lane,LW0501,The Gleneagles Hotel,1,2231
Paid Reservation,SBE2112,Villa d'Este,LW0501,The Gleneagles Hotel,1,1797
Paid Reservation,SBE0825,Lesante Cape Resort & Villas,LW0503,The Gleneagles TownHouse,2,1121
Paid Reservation,SBE1903,Sandy Lane,LW0503,The Gleneagles TownHouse,1,1259
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW0503,The Gleneagles TownHouse,2,1361
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW3055,The Grand Mark Prague,1,1622
Paid Reservation,SBE0108,Hotel Sacher Wien,LW3055,The Grand Mark Prague,3,1472
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW3055,The Grand Mark Prague,1,1349
Paid Reservation,SBE0722,Colombi Hotel,LW3055,The Grand Mark Prague,1,813
Paid Reservation,SBE1445,Gran Hotel Ingles,LW3055,The Grand Mark Prague,1,2362
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW3055,The Grand Mark Prague,1,1531
Paid Reservation,SBE1622,Lausanne Palace,LW3055,The Grand Mark Prague,1,1129
Paid Reservation,SBE2126,Grand Hotel Excelsior Vittoria,LW3055,The Grand Mark Prague,1,857
Paid Reservation,SBE2138,"Grand Hotel Majestic ""già Baglioni""",LW3055,The Grand Mark Prague,1,1221
Paid Reservation,SBE2148,Baglioni Hotel Luna,LW3055,The Grand Mark Prague,1,1063
Paid Reservation,SBE2186,Villa Cora,LW3055,The Grand Mark Prague,2,2767
Paid Reservation,SBE2758,Malibu Beach Inn,LW3055,The Grand Mark Prague,1,489
Paid Reservation,SBE2866,The RuMa Hotel and Residences,LW3055,The Grand Mark Prague,1,1591
Paid Reservation,SBE3055,The Grand Mark Prague,LW3055,The Grand Mark Prague,94,124057
Paid Reservation,SBE1741,The Hay-Adams,LW2730,The Greenwich Hotel,3,17400
Paid Reservation,SBE2014,The Hazelton Hotel,LW2730,The Greenwich Hotel,1,2475
Paid Reservation,SBE2730,The Greenwich Hotel,LW2730,The Greenwich Hotel,217,692609
Paid Reservation,SBE2762,Parker Palm Springs,LW2730,The Greenwich Hotel,1,2300
Paid Reservation,SBE0301,d'Angleterre,LW0424,The Grove,2,5036
Paid Reservation,SBE2762,Parker Palm Springs,LW0424,The Grove,1,535
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW1741,The Hay-Adams,1,1157
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1741,The Hay-Adams,2,7409
Paid Reservation,SBE0825,Lesante Cape Resort & Villas,LW1741,The Hay-Adams,1,988
Paid Reservation,SBE1311,Bairro Alto Hotel,LW1741,The Hay-Adams,2,3339
Paid Reservation,SBE1401,"El Palace, Barcelona",LW1741,The Hay-Adams,1,1520
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1741,The Hay-Adams,1,1148
Paid Reservation,SBE1741,The Hay-Adams,LW1741,The Hay-Adams,1016,1487163
Paid Reservation,SBE1765,Lowell Hotel,LW1741,The Hay-Adams,1,948
Paid Reservation,SBE1776,The Rittenhouse,LW1741,The Hay-Adams,1,3282
Paid Reservation,SBE2014,The Hazelton Hotel,LW1741,The Hay-Adams,2,4898
Paid Reservation,SBE2103,Hassler Roma,LW1741,The Hay-Adams,1,1927
Paid Reservation,SBE2112,Villa d'Este,LW1741,The Hay-Adams,1,3417
Paid Reservation,SBE2193,Palazzo Avino,LW1741,The Hay-Adams,1,998
Paid Reservation,SBE2710,Acqualina Resort & Residences on the Beach,LW1741,The Hay-Adams,1,509
Paid Reservation,SBE2725,The Newbury Boston,LW1741,The Hay-Adams,1,2198
Paid Reservation,SBE2758,Malibu Beach Inn,LW1741,The Hay-Adams,7,10475
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW1741,The Hay-Adams,1,459
Paid Reservation,SBE8430,The Merrion Hotel,LW1741,The Hay-Adams,1,3837
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW2014,The Hazelton Hotel,1,606
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2014,The Hazelton Hotel,1,1099
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW2014,The Hazelton Hotel,1,2871
Paid Reservation,SBE1723,The Brazilian Court Hotel,LW2014,The Hazelton Hotel,1,610
Paid Reservation,SBE2014,The Hazelton Hotel,LW2014,The Hazelton Hotel,376,492454
Paid Reservation,SBE2015,Le Mount Stephen,LW2014,The Hazelton Hotel,1,1097
Paid Reservation,SBE2204,J.K. Place Paris,LW2014,The Hazelton Hotel,1,639
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW2014,The Hazelton Hotel,1,1383
Paid Reservation,SBE3109,Sumahan on the Water,LW2014,The Hazelton Hotel,1,674
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0649,The Hotel Chais Monnet & Spa,1,616
Paid Reservation,SBE0649,The Hotel Chais Monnet & Spa,LW0649,The Hotel Chais Monnet & Spa,59,38123
Paid Reservation,SBE0430,The Landmark London,LW2769,The Joule Hotel,1,1838
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW2769,The Joule Hotel,1,1867
Paid Reservation,SBE1741,The Hay-Adams,LW2769,The Joule Hotel,2,2282
Paid Reservation,SBE1773,Sonnenalp Hotel,LW2769,The Joule Hotel,1,484
Paid Reservation,SBE1924,Grace Bay Club,LW2769,The Joule Hotel,1,665
Paid Reservation,SBE2015,Le Mount Stephen,LW2769,The Joule Hotel,1,712
Paid Reservation,SBE2126,Grand Hotel Excelsior Vittoria,LW2769,The Joule Hotel,1,1946
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW2769,The Joule Hotel,1,1388
Paid Reservation,SBE2710,Acqualina Resort & Residences on the Beach,LW2769,The Joule Hotel,1,339
Paid Reservation,SBE2766,Nobu Hotel Chicago,LW2769,The Joule Hotel,1,927
Paid Reservation,SBE2769,The Joule Hotel,LW2769,The Joule Hotel,929,895668
Paid Reservation,SBE7064,Hotel Casa San Agustin,LW2769,The Joule Hotel,1,275
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2713,The Kahala Hotel & Resort,1,1790
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW2713,The Kahala Hotel & Resort,1,1419
Paid Reservation,SBE0659,"Armancette Hotel, Chalets & Spa",LW2713,The Kahala Hotel & Resort,1,954
Paid Reservation,SBE1320,Maison Albar Le Monumental Palace,LW2713,The Kahala Hotel & Resort,1,1870
Paid Reservation,SBE1608,Beau-Rivage Palace,LW2713,The Kahala Hotel & Resort,1,1339
Paid Reservation,SBE1752,Halekulani,LW2713,The Kahala Hotel & Resort,1,644
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW2713,The Kahala Hotel & Resort,860,1762417
Paid Reservation,SBE7556,Nayara Tented Camp,LW2713,The Kahala Hotel & Resort,1,1296
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW2870,The Kahala Hotel & Resort Yokohama,4,1598
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0555,The Killarney Park,1,1963
Paid Reservation,SBE0555,The Killarney Park,LW0555,The Killarney Park,4,3607
Paid Reservation,SBE1306,Vila Vita Parc,LW0555,The Killarney Park,1,405
Paid Reservation,SBE1418,Seaside Grand Hotel Residencia,LW0555,The Killarney Park,1,893
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2755,The Knickerbocker Hotel,1,2677
Paid Reservation,SBE0301,d'Angleterre,LW2755,The Knickerbocker Hotel,1,1454
Paid Reservation,SBE0430,The Landmark London,LW2755,The Knickerbocker Hotel,1,1503
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW2755,The Knickerbocker Hotel,2,3129
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW2755,The Knickerbocker Hotel,4,2498
Paid Reservation,SBE0722,Colombi Hotel,LW2755,The Knickerbocker Hotel,1,1481
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW2755,The Knickerbocker Hotel,1,1339
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW2755,The Knickerbocker Hotel,2,1422
Paid Reservation,SBE1626,Baur au Lac,LW2755,The Knickerbocker Hotel,1,2910
Paid Reservation,SBE1741,The Hay-Adams,LW2755,The Knickerbocker Hotel,2,2657
Paid Reservation,SBE1935,Wymara Resort and Villas,LW2755,The Knickerbocker Hotel,1,842
Paid Reservation,SBE2103,Hassler Roma,LW2755,The Knickerbocker Hotel,1,1071
Paid Reservation,SBE2179,Baglioni Hotel Regina,LW2755,The Knickerbocker Hotel,1,1188
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW2755,The Knickerbocker Hotel,1,1120
Paid Reservation,SBE2755,The Knickerbocker Hotel,LW2755,The Knickerbocker Hotel,133,177203
Paid Reservation,SBE2758,Malibu Beach Inn,LW2755,The Knickerbocker Hotel,1,1511
Paid Reservation,SBE2762,Parker Palm Springs,LW2755,The Knickerbocker Hotel,1,428
Paid Reservation,SBE2769,The Joule Hotel,LW2755,The Knickerbocker Hotel,4,6138
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW2755,The Knickerbocker Hotel,1,2646
Paid Reservation,SBE8430,The Merrion Hotel,LW2755,The Knickerbocker Hotel,6,8843
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0430,The Landmark London,1,381
Paid Reservation,SBE0430,The Landmark London,LW0430,The Landmark London,367,694404
Paid Reservation,SBE0609,Hotel Royal - Evian Resort,LW0430,The Landmark London,2,2687
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW0430,The Landmark London,1,651
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW0430,The Landmark London,1,1491
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW0430,The Landmark London,1,2360
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW0430,The Landmark London,1,2301
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW0430,The Landmark London,2,5399
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW0430,The Landmark London,2,3468
Paid Reservation,SBE1868,The Datai Langkawi,LW0430,The Landmark London,1,602
Paid Reservation,SBE1903,Sandy Lane,LW0430,The Landmark London,1,676
Paid Reservation,SBE2103,Hassler Roma,LW0430,The Landmark London,1,2862
